problem_id,terminal_stage,exact_exclusion_reason
math500_276,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_277,PERTURBATION_INELIGIBLE,Solution consists entirely of conceptual prose without numeric equations or equality assertions.
math500_278,PAIR_CONSTRUCTION_FAILURE,Target step contains variable assignment without modifiable numerical constant or sign parameter.
math500_279,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_280,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_281,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_282,PERTURBATION_INELIGIBLE,Solution consists entirely of conceptual prose without numeric equations or equality assertions.
math500_283,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_284,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_286,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_287,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_288,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_289,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_290,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_291,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_293,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_294,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_295,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_296,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_297,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_298,PAIR_CONSTRUCTION_FAILURE,Target step contains variable assignment without modifiable numerical constant or sign parameter.
math500_299,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_300,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_301,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_302,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_303,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_304,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_305,PAIR_CONSTRUCTION_FAILURE,Target step contains variable assignment without modifiable numerical constant or sign parameter.
math500_306,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_307,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_308,PAIR_CONSTRUCTION_FAILURE,Target step contains variable assignment without modifiable numerical constant or sign parameter.
math500_309,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_310,PAIR_CONSTRUCTION_FAILURE,Target step contains variable assignment without modifiable numerical constant or sign parameter.
math500_312,PAIR_CONSTRUCTION_FAILURE,Target step contains variable assignment without modifiable numerical constant or sign parameter.
math500_313,PAIR_CONSTRUCTION_FAILURE,Target step contains variable assignment without modifiable numerical constant or sign parameter.
math500_314,PAIR_CONSTRUCTION_FAILURE,Target step contains variable assignment without modifiable numerical constant or sign parameter.
math500_315,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_316,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_317,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_318,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_319,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_320,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_321,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_322,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_323,PAIR_CONSTRUCTION_FAILURE,Target step contains variable assignment without modifiable numerical constant or sign parameter.
math500_324,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_325,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_326,PAIR_CONSTRUCTION_FAILURE,Target step contains variable assignment without modifiable numerical constant or sign parameter.
math500_327,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_328,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_329,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_330,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_331,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_332,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_333,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_334,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_335,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_337,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_338,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_339,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_340,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_341,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_342,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_343,PAIR_CONSTRUCTION_FAILURE,Target step contains variable assignment without modifiable numerical constant or sign parameter.
math500_344,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_345,PAIR_CONSTRUCTION_FAILURE,Target step contains variable assignment without modifiable numerical constant or sign parameter.
math500_346,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_347,PAIR_CONSTRUCTION_FAILURE,Target step contains variable assignment without modifiable numerical constant or sign parameter.
math500_349,PAIR_CONSTRUCTION_FAILURE,Target step contains variable assignment without modifiable numerical constant or sign parameter.
math500_350,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_351,PAIR_CONSTRUCTION_FAILURE,Target step contains variable assignment without modifiable numerical constant or sign parameter.
math500_352,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_353,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_354,PAIR_CONSTRUCTION_FAILURE,Target step contains variable assignment without modifiable numerical constant or sign parameter.
math500_355,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_356,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_357,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_358,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_359,PAIR_CONSTRUCTION_FAILURE,Target step contains variable assignment without modifiable numerical constant or sign parameter.
math500_360,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_361,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_362,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_363,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_364,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_365,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_366,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_367,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_368,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_369,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_370,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_371,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_372,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_373,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_374,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_375,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_376,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_377,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_378,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_379,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_380,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_381,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_382,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_383,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_384,PAIR_CONSTRUCTION_FAILURE,Target step contains variable assignment without modifiable numerical constant or sign parameter.
math500_385,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_386,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_387,PAIR_CONSTRUCTION_FAILURE,Target step contains variable assignment without modifiable numerical constant or sign parameter.
math500_388,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_389,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_390,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_391,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_392,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_393,PAIR_CONSTRUCTION_FAILURE,Target step contains variable assignment without modifiable numerical constant or sign parameter.
math500_394,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_395,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_396,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_397,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_398,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_399,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_400,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_401,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_402,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_403,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_404,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_405,PAIR_CONSTRUCTION_FAILURE,Target step contains variable assignment without modifiable numerical constant or sign parameter.
math500_406,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_407,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_408,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_409,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_410,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_411,PAIR_CONSTRUCTION_FAILURE,Target step contains variable assignment without modifiable numerical constant or sign parameter.
math500_413,PAIR_CONSTRUCTION_FAILURE,Target step contains variable assignment without modifiable numerical constant or sign parameter.
math500_414,PAIR_CONSTRUCTION_FAILURE,Target step contains variable assignment without modifiable numerical constant or sign parameter.
math500_416,PAIR_CONSTRUCTION_FAILURE,Target step contains variable assignment without modifiable numerical constant or sign parameter.
math500_417,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_418,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_419,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_420,PAIR_CONSTRUCTION_FAILURE,Target step contains variable assignment without modifiable numerical constant or sign parameter.
math500_421,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_422,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_423,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_425,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_426,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_427,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_428,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_429,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_430,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_432,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_433,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_434,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_435,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_436,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_437,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_438,PAIR_CONSTRUCTION_FAILURE,Target step contains variable assignment without modifiable numerical constant or sign parameter.
math500_439,PAIR_CONSTRUCTION_FAILURE,Target step contains variable assignment without modifiable numerical constant or sign parameter.
math500_440,PAIR_CONSTRUCTION_FAILURE,Target step contains variable assignment without modifiable numerical constant or sign parameter.
math500_441,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_442,PAIR_CONSTRUCTION_FAILURE,Target step contains variable assignment without modifiable numerical constant or sign parameter.
math500_443,PAIR_CONSTRUCTION_FAILURE,Target step contains variable assignment without modifiable numerical constant or sign parameter.
math500_444,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_445,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_447,PAIR_CONSTRUCTION_FAILURE,Target step contains variable assignment without modifiable numerical constant or sign parameter.
math500_448,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_449,PAIR_CONSTRUCTION_FAILURE,Target step contains variable assignment without modifiable numerical constant or sign parameter.
math500_450,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_451,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_452,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_453,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_454,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_455,PAIR_CONSTRUCTION_FAILURE,Target step contains variable assignment without modifiable numerical constant or sign parameter.
math500_456,PAIR_CONSTRUCTION_FAILURE,Target step contains variable assignment without modifiable numerical constant or sign parameter.
math500_457,PAIR_CONSTRUCTION_FAILURE,Target step contains variable assignment without modifiable numerical constant or sign parameter.
math500_458,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_459,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_460,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_461,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_462,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_463,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_464,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_465,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_466,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_467,PAIR_CONSTRUCTION_FAILURE,Target step contains variable assignment without modifiable numerical constant or sign parameter.
math500_468,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_469,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_470,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_471,PAIR_CONSTRUCTION_FAILURE,Target step contains variable assignment without modifiable numerical constant or sign parameter.
math500_472,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_473,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_474,PAIR_CONSTRUCTION_FAILURE,Target step contains variable assignment without modifiable numerical constant or sign parameter.
math500_475,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_476,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_477,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_478,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_479,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_480,PAIR_CONSTRUCTION_FAILURE,Target step contains variable assignment without modifiable numerical constant or sign parameter.
math500_481,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_482,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_483,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_484,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_485,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_486,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_487,PAIR_CONSTRUCTION_FAILURE,Target step contains variable assignment without modifiable numerical constant or sign parameter.
math500_488,PAIR_CONSTRUCTION_FAILURE,Target step contains variable assignment without modifiable numerical constant or sign parameter.
math500_489,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_490,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_491,PAIR_CONSTRUCTION_FAILURE,Target step contains variable assignment without modifiable numerical constant or sign parameter.
math500_493,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_494,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_495,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_496,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_497,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_498,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
math500_499,FINAL_REGISTERED,"Successfully passed solution segmentation, perturbation eligibility, and Control/Recovery pair construction."
