rollout_id,problem_id,rollout_k,error_type,error_step,recovery_status,final_answer_correct
nat_rec_01503,math500_105,14,SYMBOLIC_SUBSTITUTION_ERROR,Step 4,UNRECOVERED,0
nat_rec_01515,math500_106,10,ARITHMETIC_MISCALCULATION,Step 3,RECOVERED,1
nat_rec_01517,math500_106,12,ARITHMETIC_MISCALCULATION,Step 4,UNRECOVERED,0
nat_rec_01523,math500_107,2,SELF_DETECTED_REASONING_FLAW,Step 2,UNRECOVERED,0
nat_rec_01540,math500_108,3,ARITHMETIC_MISCALCULATION,Step 2,UNRECOVERED,0
nat_rec_01543,math500_108,6,SYMBOLIC_SUBSTITUTION_ERROR,Step 4,UNRECOVERED,0
nat_rec_01549,math500_108,12,ARITHMETIC_MISCALCULATION,Step 4,RECOVERED,1
nat_rec_01550,math500_108,13,SELF_DETECTED_REASONING_FLAW,Step 2,UNRECOVERED,0
nat_rec_01557,math500_109,4,SELF_DETECTED_REASONING_FLAW,Step 3,UNRECOVERED,0
nat_rec_01559,math500_109,6,SYMBOLIC_SUBSTITUTION_ERROR,Step 1,UNRECOVERED,0
nat_rec_01564,math500_109,11,SYMBOLIC_SUBSTITUTION_ERROR,Step 1,UNRECOVERED,0
nat_rec_01576,math500_111,7,ARITHMETIC_MISCALCULATION,Step 1,UNRECOVERED,0
nat_rec_01587,math500_112,2,SYMBOLIC_SUBSTITUTION_ERROR,Step 2,UNRECOVERED,0
nat_rec_01591,math500_112,6,SELF_DETECTED_REASONING_FLAW,Step 3,UNRECOVERED,0
nat_rec_01594,math500_112,9,ARITHMETIC_MISCALCULATION,Step 1,RECOVERED,1
nat_rec_01600,math500_112,15,ARITHMETIC_MISCALCULATION,Step 2,UNRECOVERED,0
nat_rec_01602,math500_113,1,SYMBOLIC_SUBSTITUTION_ERROR,Step 4,UNRECOVERED,0
nat_rec_01603,math500_113,2,SYMBOLIC_SUBSTITUTION_ERROR,Step 2,RECOVERED,1
nat_rec_01604,math500_113,3,SYMBOLIC_SUBSTITUTION_ERROR,Step 2,UNRECOVERED,0
nat_rec_01609,math500_113,8,SELF_DETECTED_REASONING_FLAW,Step 2,UNRECOVERED,0
nat_rec_01617,math500_114,0,SELF_DETECTED_REASONING_FLAW,Step 3,UNRECOVERED,0
nat_rec_01629,math500_114,12,SELF_DETECTED_REASONING_FLAW,Step 3,UNRECOVERED,0
nat_rec_01646,math500_116,13,SYMBOLIC_SUBSTITUTION_ERROR,Step 4,UNRECOVERED,0
nat_rec_01648,math500_116,15,ARITHMETIC_MISCALCULATION,Step 1,UNRECOVERED,0
nat_rec_01649,math500_117,0,ARITHMETIC_MISCALCULATION,Step 3,UNRECOVERED,0
nat_rec_01650,math500_117,1,SELF_DETECTED_REASONING_FLAW,Step 2,RECOVERED,1
nat_rec_01659,math500_117,10,ARITHMETIC_MISCALCULATION,Step 4,UNRECOVERED,0
nat_rec_01660,math500_117,11,ARITHMETIC_MISCALCULATION,Step 2,UNRECOVERED,0
nat_rec_01667,math500_118,2,SELF_DETECTED_REASONING_FLAW,Step 3,RECOVERED,1
nat_rec_01679,math500_118,14,SELF_DETECTED_REASONING_FLAW,Step 3,RECOVERED,1
nat_rec_01681,math500_119,0,SYMBOLIC_SUBSTITUTION_ERROR,Step 4,RECOVERED,1
nat_rec_01687,math500_119,6,SYMBOLIC_SUBSTITUTION_ERROR,Step 4,UNRECOVERED,0
nat_rec_01688,math500_119,7,SYMBOLIC_SUBSTITUTION_ERROR,Step 2,UNRECOVERED,0
nat_rec_01695,math500_119,14,ARITHMETIC_MISCALCULATION,Step 1,UNRECOVERED,0
nat_rec_01703,math500_120,6,SYMBOLIC_SUBSTITUTION_ERROR,Step 1,UNRECOVERED,0
nat_rec_01737,math500_124,8,ARITHMETIC_MISCALCULATION,Step 2,UNRECOVERED,0
nat_rec_01745,math500_125,0,SELF_DETECTED_REASONING_FLAW,Step 3,RECOVERED,1
nat_rec_01746,math500_125,1,ARITHMETIC_MISCALCULATION,Step 1,UNRECOVERED,0
nat_rec_01753,math500_125,8,SELF_DETECTED_REASONING_FLAW,Step 1,UNRECOVERED,0
nat_rec_01755,math500_125,10,ARITHMETIC_MISCALCULATION,Step 3,RECOVERED,1
nat_rec_01757,math500_125,12,SYMBOLIC_SUBSTITUTION_ERROR,Step 4,UNRECOVERED,0
nat_rec_01772,math500_126,11,SYMBOLIC_SUBSTITUTION_ERROR,Step 1,UNRECOVERED,0
nat_rec_01783,math500_127,6,SELF_DETECTED_REASONING_FLAW,Step 3,UNRECOVERED,0
nat_rec_01786,math500_127,9,ARITHMETIC_MISCALCULATION,Step 4,RECOVERED,1
nat_rec_01793,math500_128,0,SYMBOLIC_SUBSTITUTION_ERROR,Step 3,RECOVERED,1
nat_rec_01794,math500_128,1,ARITHMETIC_MISCALCULATION,Step 1,UNRECOVERED,0
nat_rec_01800,math500_128,7,ARITHMETIC_MISCALCULATION,Step 4,UNRECOVERED,0
nat_rec_01811,math500_129,2,ARITHMETIC_MISCALCULATION,Step 1,RECOVERED,1
nat_rec_01812,math500_129,3,SYMBOLIC_SUBSTITUTION_ERROR,Step 2,RECOVERED,1
nat_rec_01813,math500_129,4,SYMBOLIC_SUBSTITUTION_ERROR,Step 2,RECOVERED,1
nat_rec_01837,math500_130,12,SYMBOLIC_SUBSTITUTION_ERROR,Step 2,UNRECOVERED,0
nat_rec_01839,math500_130,14,SYMBOLIC_SUBSTITUTION_ERROR,Step 2,UNRECOVERED,0
nat_rec_01844,math500_131,3,SELF_DETECTED_REASONING_FLAW,Step 3,RECOVERED,1
nat_rec_01848,math500_131,7,SYMBOLIC_SUBSTITUTION_ERROR,Step 3,UNRECOVERED,0
nat_rec_01851,math500_131,10,SELF_DETECTED_REASONING_FLAW,Step 2,UNRECOVERED,0
nat_rec_01858,math500_132,1,SELF_DETECTED_REASONING_FLAW,Step 1,UNRECOVERED,0
nat_rec_01863,math500_132,6,SELF_DETECTED_REASONING_FLAW,Step 4,UNRECOVERED,0
nat_rec_01866,math500_132,9,SYMBOLIC_SUBSTITUTION_ERROR,Step 4,UNRECOVERED,0
nat_rec_01883,math500_133,10,SELF_DETECTED_REASONING_FLAW,Step 3,UNRECOVERED,0
nat_rec_01884,math500_133,11,SELF_DETECTED_REASONING_FLAW,Step 1,UNRECOVERED,0
nat_rec_01885,math500_133,12,SYMBOLIC_SUBSTITUTION_ERROR,Step 1,RECOVERED,1
nat_rec_01889,math500_134,0,SELF_DETECTED_REASONING_FLAW,Step 3,UNRECOVERED,0
nat_rec_01890,math500_134,1,SYMBOLIC_SUBSTITUTION_ERROR,Step 2,UNRECOVERED,0
nat_rec_01892,math500_134,3,SELF_DETECTED_REASONING_FLAW,Step 3,UNRECOVERED,0
nat_rec_01893,math500_134,4,SYMBOLIC_SUBSTITUTION_ERROR,Step 1,UNRECOVERED,0
nat_rec_01895,math500_134,6,ARITHMETIC_MISCALCULATION,Step 3,RECOVERED,1
nat_rec_01897,math500_134,8,SELF_DETECTED_REASONING_FLAW,Step 2,UNRECOVERED,0
nat_rec_01915,math500_135,10,ARITHMETIC_MISCALCULATION,Step 3,UNRECOVERED,0
nat_rec_01916,math500_135,11,ARITHMETIC_MISCALCULATION,Step 3,UNRECOVERED,0
nat_rec_01919,math500_135,14,ARITHMETIC_MISCALCULATION,Step 3,RECOVERED,1
nat_rec_01925,math500_136,4,ARITHMETIC_MISCALCULATION,Step 4,UNRECOVERED,0
nat_rec_01937,math500_137,0,ARITHMETIC_MISCALCULATION,Step 3,RECOVERED,1
nat_rec_01941,math500_137,4,ARITHMETIC_MISCALCULATION,Step 1,RECOVERED,1
nat_rec_01944,math500_137,7,ARITHMETIC_MISCALCULATION,Step 4,UNRECOVERED,0
nat_rec_01946,math500_137,9,SELF_DETECTED_REASONING_FLAW,Step 1,RECOVERED,1
nat_rec_01950,math500_137,13,SYMBOLIC_SUBSTITUTION_ERROR,Step 2,RECOVERED,1
nat_rec_01953,math500_138,0,SYMBOLIC_SUBSTITUTION_ERROR,Step 2,UNRECOVERED,0
nat_rec_01954,math500_138,1,SYMBOLIC_SUBSTITUTION_ERROR,Step 2,RECOVERED,1
nat_rec_01962,math500_138,9,ARITHMETIC_MISCALCULATION,Step 3,UNRECOVERED,0
nat_rec_01973,math500_139,4,SELF_DETECTED_REASONING_FLAW,Step 3,UNRECOVERED,0
nat_rec_01975,math500_139,6,ARITHMETIC_MISCALCULATION,Step 3,RECOVERED,1
nat_rec_01984,math500_139,15,SELF_DETECTED_REASONING_FLAW,Step 3,UNRECOVERED,0
nat_rec_02001,math500_141,0,SYMBOLIC_SUBSTITUTION_ERROR,Step 4,RECOVERED,1
nat_rec_02004,math500_141,3,SELF_DETECTED_REASONING_FLAW,Step 4,RECOVERED,1
nat_rec_02008,math500_141,7,SELF_DETECTED_REASONING_FLAW,Step 3,UNRECOVERED,0
nat_rec_02027,math500_142,10,ARITHMETIC_MISCALCULATION,Step 2,RECOVERED,1
nat_rec_02030,math500_142,13,SYMBOLIC_SUBSTITUTION_ERROR,Step 3,UNRECOVERED,0
nat_rec_02036,math500_143,3,ARITHMETIC_MISCALCULATION,Step 2,UNRECOVERED,0
nat_rec_02043,math500_143,10,ARITHMETIC_MISCALCULATION,Step 4,UNRECOVERED,0
nat_rec_02056,math500_144,7,SYMBOLIC_SUBSTITUTION_ERROR,Step 3,UNRECOVERED,0
nat_rec_02060,math500_144,11,SYMBOLIC_SUBSTITUTION_ERROR,Step 2,RECOVERED,1
nat_rec_02062,math500_144,13,SELF_DETECTED_REASONING_FLAW,Step 3,UNRECOVERED,0
nat_rec_02064,math500_144,15,ARITHMETIC_MISCALCULATION,Step 3,UNRECOVERED,0
nat_rec_02065,math500_145,0,SELF_DETECTED_REASONING_FLAW,Step 1,UNRECOVERED,0
nat_rec_02066,math500_145,1,SYMBOLIC_SUBSTITUTION_ERROR,Step 1,RECOVERED,1
nat_rec_02076,math500_145,11,SELF_DETECTED_REASONING_FLAW,Step 1,UNRECOVERED,0
nat_rec_02099,math500_147,2,SYMBOLIC_SUBSTITUTION_ERROR,Step 2,UNRECOVERED,0
nat_rec_02104,math500_147,7,SYMBOLIC_SUBSTITUTION_ERROR,Step 2,RECOVERED,1
nat_rec_02111,math500_147,14,SYMBOLIC_SUBSTITUTION_ERROR,Step 1,UNRECOVERED,0
nat_rec_02120,math500_148,7,SELF_DETECTED_REASONING_FLAW,Step 2,UNRECOVERED,0
nat_rec_02122,math500_148,9,ARITHMETIC_MISCALCULATION,Step 3,UNRECOVERED,0
nat_rec_02123,math500_148,10,SYMBOLIC_SUBSTITUTION_ERROR,Step 4,UNRECOVERED,0
nat_rec_02129,math500_149,0,SELF_DETECTED_REASONING_FLAW,Step 4,UNRECOVERED,0
nat_rec_02135,math500_149,6,SYMBOLIC_SUBSTITUTION_ERROR,Step 3,RECOVERED,1
nat_rec_02148,math500_150,3,SELF_DETECTED_REASONING_FLAW,Step 4,RECOVERED,1
nat_rec_02152,math500_150,7,SELF_DETECTED_REASONING_FLAW,Step 4,UNRECOVERED,0
nat_rec_02172,math500_151,11,ARITHMETIC_MISCALCULATION,Step 2,RECOVERED,1
nat_rec_02173,math500_151,12,ARITHMETIC_MISCALCULATION,Step 1,UNRECOVERED,0
nat_rec_02184,math500_152,7,SELF_DETECTED_REASONING_FLAW,Step 1,RECOVERED,1
nat_rec_02189,math500_152,12,SELF_DETECTED_REASONING_FLAW,Step 2,UNRECOVERED,0
nat_rec_02190,math500_152,13,SELF_DETECTED_REASONING_FLAW,Step 1,UNRECOVERED,0
nat_rec_02193,math500_153,0,SYMBOLIC_SUBSTITUTION_ERROR,Step 2,RECOVERED,1
nat_rec_02200,math500_153,7,SYMBOLIC_SUBSTITUTION_ERROR,Step 1,UNRECOVERED,0
nat_rec_02202,math500_153,9,ARITHMETIC_MISCALCULATION,Step 4,UNRECOVERED,0
nat_rec_02206,math500_153,13,ARITHMETIC_MISCALCULATION,Step 4,RECOVERED,1
nat_rec_02211,math500_154,2,SYMBOLIC_SUBSTITUTION_ERROR,Step 4,UNRECOVERED,0
nat_rec_02212,math500_154,3,SELF_DETECTED_REASONING_FLAW,Step 1,UNRECOVERED,0
nat_rec_02216,math500_154,7,SELF_DETECTED_REASONING_FLAW,Step 4,UNRECOVERED,0
nat_rec_02224,math500_154,15,ARITHMETIC_MISCALCULATION,Step 1,UNRECOVERED,0
nat_rec_02225,math500_156,0,SELF_DETECTED_REASONING_FLAW,Step 2,UNRECOVERED,0
nat_rec_02231,math500_156,6,ARITHMETIC_MISCALCULATION,Step 4,RECOVERED,1
nat_rec_02235,math500_156,10,ARITHMETIC_MISCALCULATION,Step 4,UNRECOVERED,0
nat_rec_02237,math500_156,12,ARITHMETIC_MISCALCULATION,Step 2,RECOVERED,1
nat_rec_02238,math500_156,13,SELF_DETECTED_REASONING_FLAW,Step 1,RECOVERED,1
nat_rec_02240,math500_156,15,ARITHMETIC_MISCALCULATION,Step 1,UNRECOVERED,0
nat_rec_02248,math500_157,7,ARITHMETIC_MISCALCULATION,Step 1,UNRECOVERED,0
nat_rec_02250,math500_157,9,ARITHMETIC_MISCALCULATION,Step 3,UNRECOVERED,0
nat_rec_02267,math500_158,10,SELF_DETECTED_REASONING_FLAW,Step 3,RECOVERED,1
nat_rec_02269,math500_158,12,ARITHMETIC_MISCALCULATION,Step 4,RECOVERED,1
nat_rec_02270,math500_158,13,SYMBOLIC_SUBSTITUTION_ERROR,Step 4,RECOVERED,1
nat_rec_02276,math500_159,3,SYMBOLIC_SUBSTITUTION_ERROR,Step 3,UNRECOVERED,0
nat_rec_02277,math500_159,4,SYMBOLIC_SUBSTITUTION_ERROR,Step 3,UNRECOVERED,0
nat_rec_02296,math500_160,7,SYMBOLIC_SUBSTITUTION_ERROR,Step 2,UNRECOVERED,0
nat_rec_02303,math500_160,14,ARITHMETIC_MISCALCULATION,Step 1,RECOVERED,1
nat_rec_02304,math500_160,15,SELF_DETECTED_REASONING_FLAW,Step 1,UNRECOVERED,0
nat_rec_02305,math500_161,0,SELF_DETECTED_REASONING_FLAW,Step 1,UNRECOVERED,0
nat_rec_02324,math500_162,3,SYMBOLIC_SUBSTITUTION_ERROR,Step 3,UNRECOVERED,0
nat_rec_02329,math500_162,8,ARITHMETIC_MISCALCULATION,Step 4,UNRECOVERED,0
nat_rec_02335,math500_162,14,ARITHMETIC_MISCALCULATION,Step 1,RECOVERED,1
nat_rec_02346,math500_163,9,SELF_DETECTED_REASONING_FLAW,Step 1,RECOVERED,1
nat_rec_02350,math500_163,13,SELF_DETECTED_REASONING_FLAW,Step 3,UNRECOVERED,0
nat_rec_02351,math500_163,14,SYMBOLIC_SUBSTITUTION_ERROR,Step 2,UNRECOVERED,0
nat_rec_02352,math500_163,15,SYMBOLIC_SUBSTITUTION_ERROR,Step 3,UNRECOVERED,0
nat_rec_02358,math500_164,5,SYMBOLIC_SUBSTITUTION_ERROR,Step 2,RECOVERED,1
nat_rec_02364,math500_164,11,ARITHMETIC_MISCALCULATION,Step 4,RECOVERED,1
nat_rec_02377,math500_165,8,SYMBOLIC_SUBSTITUTION_ERROR,Step 2,RECOVERED,1
nat_rec_02379,math500_165,10,ARITHMETIC_MISCALCULATION,Step 2,RECOVERED,1
nat_rec_02380,math500_165,11,SELF_DETECTED_REASONING_FLAW,Step 2,RECOVERED,1
nat_rec_02383,math500_165,14,SYMBOLIC_SUBSTITUTION_ERROR,Step 3,UNRECOVERED,0
nat_rec_02386,math500_167,1,SELF_DETECTED_REASONING_FLAW,Step 1,RECOVERED,1
nat_rec_02393,math500_167,8,SYMBOLIC_SUBSTITUTION_ERROR,Step 2,UNRECOVERED,0
nat_rec_02396,math500_167,11,ARITHMETIC_MISCALCULATION,Step 4,UNRECOVERED,0
nat_rec_02397,math500_167,12,SELF_DETECTED_REASONING_FLAW,Step 3,UNRECOVERED,0
nat_rec_02400,math500_167,15,SELF_DETECTED_REASONING_FLAW,Step 3,UNRECOVERED,0
nat_rec_02414,math500_168,13,SELF_DETECTED_REASONING_FLAW,Step 1,UNRECOVERED,0
nat_rec_02420,math500_169,3,SYMBOLIC_SUBSTITUTION_ERROR,Step 4,UNRECOVERED,0
nat_rec_02427,math500_169,10,ARITHMETIC_MISCALCULATION,Step 2,UNRECOVERED,0
nat_rec_02434,math500_170,1,SYMBOLIC_SUBSTITUTION_ERROR,Step 3,UNRECOVERED,0
nat_rec_02436,math500_170,3,ARITHMETIC_MISCALCULATION,Step 4,UNRECOVERED,0
nat_rec_02441,math500_170,8,SYMBOLIC_SUBSTITUTION_ERROR,Step 4,UNRECOVERED,0
nat_rec_02443,math500_170,10,ARITHMETIC_MISCALCULATION,Step 3,UNRECOVERED,0
nat_rec_02445,math500_170,12,SYMBOLIC_SUBSTITUTION_ERROR,Step 4,RECOVERED,1
nat_rec_02459,math500_171,10,ARITHMETIC_MISCALCULATION,Step 4,UNRECOVERED,0
nat_rec_02461,math500_171,12,SELF_DETECTED_REASONING_FLAW,Step 2,UNRECOVERED,0
nat_rec_02462,math500_171,13,SELF_DETECTED_REASONING_FLAW,Step 1,UNRECOVERED,0
nat_rec_02476,math500_172,11,SYMBOLIC_SUBSTITUTION_ERROR,Step 1,UNRECOVERED,0
nat_rec_02480,math500_172,15,SYMBOLIC_SUBSTITUTION_ERROR,Step 1,UNRECOVERED,0
nat_rec_02482,math500_173,1,ARITHMETIC_MISCALCULATION,Step 4,UNRECOVERED,0
nat_rec_02483,math500_173,2,ARITHMETIC_MISCALCULATION,Step 2,UNRECOVERED,0
nat_rec_02490,math500_173,9,ARITHMETIC_MISCALCULATION,Step 2,RECOVERED,1
nat_rec_02492,math500_173,11,SELF_DETECTED_REASONING_FLAW,Step 2,UNRECOVERED,0
nat_rec_02493,math500_173,12,ARITHMETIC_MISCALCULATION,Step 1,UNRECOVERED,0
nat_rec_02496,math500_173,15,ARITHMETIC_MISCALCULATION,Step 4,RECOVERED,1
nat_rec_02502,math500_175,5,SELF_DETECTED_REASONING_FLAW,Step 2,UNRECOVERED,0
nat_rec_02506,math500_175,9,ARITHMETIC_MISCALCULATION,Step 4,UNRECOVERED,0
nat_rec_02516,math500_176,3,ARITHMETIC_MISCALCULATION,Step 4,UNRECOVERED,0
nat_rec_02527,math500_176,14,ARITHMETIC_MISCALCULATION,Step 1,UNRECOVERED,0
nat_rec_02536,math500_177,7,ARITHMETIC_MISCALCULATION,Step 1,UNRECOVERED,0
nat_rec_02537,math500_177,8,SYMBOLIC_SUBSTITUTION_ERROR,Step 3,UNRECOVERED,0
nat_rec_02542,math500_177,13,SYMBOLIC_SUBSTITUTION_ERROR,Step 2,UNRECOVERED,0
nat_rec_02546,math500_178,1,SELF_DETECTED_REASONING_FLAW,Step 1,UNRECOVERED,0
nat_rec_02549,math500_178,4,SELF_DETECTED_REASONING_FLAW,Step 4,UNRECOVERED,0
nat_rec_02552,math500_178,7,SELF_DETECTED_REASONING_FLAW,Step 2,UNRECOVERED,0
nat_rec_02556,math500_178,11,SYMBOLIC_SUBSTITUTION_ERROR,Step 3,UNRECOVERED,0
nat_rec_02557,math500_178,12,SYMBOLIC_SUBSTITUTION_ERROR,Step 2,UNRECOVERED,0
nat_rec_02561,math500_179,0,SYMBOLIC_SUBSTITUTION_ERROR,Step 1,RECOVERED,1
nat_rec_02568,math500_179,7,SELF_DETECTED_REASONING_FLAW,Step 2,UNRECOVERED,0
nat_rec_02585,math500_180,8,SYMBOLIC_SUBSTITUTION_ERROR,Step 4,UNRECOVERED,0
nat_rec_02587,math500_180,10,ARITHMETIC_MISCALCULATION,Step 4,UNRECOVERED,0
nat_rec_02600,math500_181,7,ARITHMETIC_MISCALCULATION,Step 1,UNRECOVERED,0
nat_rec_02604,math500_181,11,SYMBOLIC_SUBSTITUTION_ERROR,Step 4,RECOVERED,1
nat_rec_02606,math500_181,13,SYMBOLIC_SUBSTITUTION_ERROR,Step 3,UNRECOVERED,0
nat_rec_02607,math500_181,14,SYMBOLIC_SUBSTITUTION_ERROR,Step 3,UNRECOVERED,0
nat_rec_02622,math500_182,13,SELF_DETECTED_REASONING_FLAW,Step 1,UNRECOVERED,0
nat_rec_02624,math500_182,15,SELF_DETECTED_REASONING_FLAW,Step 2,UNRECOVERED,0
nat_rec_02627,math500_184,2,ARITHMETIC_MISCALCULATION,Step 3,UNRECOVERED,0
nat_rec_02636,math500_184,11,ARITHMETIC_MISCALCULATION,Step 1,UNRECOVERED,0
nat_rec_02662,math500_186,5,SYMBOLIC_SUBSTITUTION_ERROR,Step 3,UNRECOVERED,0
nat_rec_02669,math500_186,12,SYMBOLIC_SUBSTITUTION_ERROR,Step 4,UNRECOVERED,0
nat_rec_02672,math500_186,15,ARITHMETIC_MISCALCULATION,Step 2,UNRECOVERED,0
nat_rec_02676,math500_187,3,SELF_DETECTED_REASONING_FLAW,Step 1,UNRECOVERED,0
nat_rec_02681,math500_187,8,ARITHMETIC_MISCALCULATION,Step 1,UNRECOVERED,0
nat_rec_02682,math500_187,9,ARITHMETIC_MISCALCULATION,Step 3,UNRECOVERED,0
nat_rec_02700,math500_188,11,SELF_DETECTED_REASONING_FLAW,Step 1,UNRECOVERED,0
nat_rec_02710,math500_189,5,SELF_DETECTED_REASONING_FLAW,Step 2,UNRECOVERED,0
nat_rec_02711,math500_189,6,SYMBOLIC_SUBSTITUTION_ERROR,Step 3,RECOVERED,1
nat_rec_02713,math500_189,8,SYMBOLIC_SUBSTITUTION_ERROR,Step 4,UNRECOVERED,0
nat_rec_02714,math500_189,9,ARITHMETIC_MISCALCULATION,Step 4,UNRECOVERED,0
nat_rec_02716,math500_189,11,SYMBOLIC_SUBSTITUTION_ERROR,Step 2,RECOVERED,1
nat_rec_02726,math500_190,5,SYMBOLIC_SUBSTITUTION_ERROR,Step 1,UNRECOVERED,0
nat_rec_02728,math500_190,7,SYMBOLIC_SUBSTITUTION_ERROR,Step 4,UNRECOVERED,0
nat_rec_02729,math500_190,8,SYMBOLIC_SUBSTITUTION_ERROR,Step 4,UNRECOVERED,0
nat_rec_02737,math500_191,0,SELF_DETECTED_REASONING_FLAW,Step 3,RECOVERED,1
nat_rec_02743,math500_191,6,SYMBOLIC_SUBSTITUTION_ERROR,Step 2,RECOVERED,1
nat_rec_02744,math500_191,7,ARITHMETIC_MISCALCULATION,Step 1,UNRECOVERED,0
nat_rec_02745,math500_191,8,ARITHMETIC_MISCALCULATION,Step 4,UNRECOVERED,0
nat_rec_02756,math500_192,3,SYMBOLIC_SUBSTITUTION_ERROR,Step 4,UNRECOVERED,0
nat_rec_02757,math500_192,4,ARITHMETIC_MISCALCULATION,Step 4,RECOVERED,1
nat_rec_02762,math500_192,9,SELF_DETECTED_REASONING_FLAW,Step 2,RECOVERED,1
nat_rec_02774,math500_194,5,SELF_DETECTED_REASONING_FLAW,Step 2,UNRECOVERED,0
nat_rec_02776,math500_194,7,SELF_DETECTED_REASONING_FLAW,Step 1,UNRECOVERED,0
nat_rec_02778,math500_194,9,SYMBOLIC_SUBSTITUTION_ERROR,Step 3,UNRECOVERED,0
nat_rec_02780,math500_194,11,ARITHMETIC_MISCALCULATION,Step 3,UNRECOVERED,0
nat_rec_02785,math500_195,0,SELF_DETECTED_REASONING_FLAW,Step 3,UNRECOVERED,0
nat_rec_02789,math500_195,4,SELF_DETECTED_REASONING_FLAW,Step 4,RECOVERED,1
nat_rec_02790,math500_195,5,SYMBOLIC_SUBSTITUTION_ERROR,Step 4,UNRECOVERED,0
nat_rec_02809,math500_197,8,ARITHMETIC_MISCALCULATION,Step 1,UNRECOVERED,0
nat_rec_02811,math500_197,10,SYMBOLIC_SUBSTITUTION_ERROR,Step 4,UNRECOVERED,0
nat_rec_02812,math500_197,11,SYMBOLIC_SUBSTITUTION_ERROR,Step 2,RECOVERED,1
nat_rec_02813,math500_197,12,ARITHMETIC_MISCALCULATION,Step 4,RECOVERED,1
nat_rec_02814,math500_197,13,SYMBOLIC_SUBSTITUTION_ERROR,Step 1,RECOVERED,1
nat_rec_02815,math500_197,14,SELF_DETECTED_REASONING_FLAW,Step 4,UNRECOVERED,0
nat_rec_02818,math500_198,1,SELF_DETECTED_REASONING_FLAW,Step 3,RECOVERED,1
nat_rec_02819,math500_198,2,SELF_DETECTED_REASONING_FLAW,Step 1,UNRECOVERED,0
nat_rec_02820,math500_198,3,ARITHMETIC_MISCALCULATION,Step 4,UNRECOVERED,0
nat_rec_02825,math500_198,8,SELF_DETECTED_REASONING_FLAW,Step 1,RECOVERED,1
nat_rec_02829,math500_198,12,SYMBOLIC_SUBSTITUTION_ERROR,Step 1,RECOVERED,1
nat_rec_02835,math500_199,2,SYMBOLIC_SUBSTITUTION_ERROR,Step 1,UNRECOVERED,0
nat_rec_02838,math500_199,5,ARITHMETIC_MISCALCULATION,Step 3,UNRECOVERED,0
nat_rec_02839,math500_199,6,SELF_DETECTED_REASONING_FLAW,Step 1,UNRECOVERED,0
nat_rec_02840,math500_199,7,SELF_DETECTED_REASONING_FLAW,Step 1,UNRECOVERED,0
nat_rec_02851,math500_200,2,SELF_DETECTED_REASONING_FLAW,Step 1,RECOVERED,1
nat_rec_02858,math500_200,9,SYMBOLIC_SUBSTITUTION_ERROR,Step 3,RECOVERED,1
nat_rec_02859,math500_200,10,ARITHMETIC_MISCALCULATION,Step 3,RECOVERED,1
nat_rec_02876,math500_201,11,ARITHMETIC_MISCALCULATION,Step 2,UNRECOVERED,0
nat_rec_02877,math500_201,12,SYMBOLIC_SUBSTITUTION_ERROR,Step 2,UNRECOVERED,0
nat_rec_02878,math500_201,13,SELF_DETECTED_REASONING_FLAW,Step 3,UNRECOVERED,0
nat_rec_02884,math500_202,3,SYMBOLIC_SUBSTITUTION_ERROR,Step 3,UNRECOVERED,0
nat_rec_02886,math500_202,5,SELF_DETECTED_REASONING_FLAW,Step 2,UNRECOVERED,0
nat_rec_02887,math500_202,6,SYMBOLIC_SUBSTITUTION_ERROR,Step 1,UNRECOVERED,0
nat_rec_02891,math500_202,10,ARITHMETIC_MISCALCULATION,Step 3,UNRECOVERED,0
nat_rec_02896,math500_202,15,SYMBOLIC_SUBSTITUTION_ERROR,Step 3,UNRECOVERED,0
nat_rec_02902,math500_203,5,SYMBOLIC_SUBSTITUTION_ERROR,Step 2,RECOVERED,1
nat_rec_02906,math500_203,9,SYMBOLIC_SUBSTITUTION_ERROR,Step 2,RECOVERED,1
nat_rec_02907,math500_203,10,SYMBOLIC_SUBSTITUTION_ERROR,Step 2,UNRECOVERED,0
nat_rec_02926,math500_204,13,SELF_DETECTED_REASONING_FLAW,Step 4,RECOVERED,1
nat_rec_02937,math500_205,8,SELF_DETECTED_REASONING_FLAW,Step 4,UNRECOVERED,0
nat_rec_02942,math500_205,13,ARITHMETIC_MISCALCULATION,Step 2,UNRECOVERED,0
nat_rec_02950,math500_206,5,SYMBOLIC_SUBSTITUTION_ERROR,Step 1,RECOVERED,1
nat_rec_02956,math500_206,11,SYMBOLIC_SUBSTITUTION_ERROR,Step 3,UNRECOVERED,0
nat_rec_02965,math500_207,4,ARITHMETIC_MISCALCULATION,Step 2,UNRECOVERED,0
nat_rec_02978,math500_208,1,ARITHMETIC_MISCALCULATION,Step 2,UNRECOVERED,0
nat_rec_02982,math500_208,5,ARITHMETIC_MISCALCULATION,Step 3,UNRECOVERED,0
nat_rec_02984,math500_208,7,ARITHMETIC_MISCALCULATION,Step 3,UNRECOVERED,0
nat_rec_02985,math500_208,8,ARITHMETIC_MISCALCULATION,Step 4,RECOVERED,1
nat_rec_02988,math500_208,11,SYMBOLIC_SUBSTITUTION_ERROR,Step 3,UNRECOVERED,0
nat_rec_02989,math500_208,12,ARITHMETIC_MISCALCULATION,Step 1,UNRECOVERED,0
